VGS,VDS,ID1,ISUB1,ID2,ISUB2
0,0,0.000000005212,0.000000014479,-0.000000012662,-0.000000018031
0,0.00999999999999979,-0.000000011199,-0.000000002959,0.000000012773,0.000000005662
0,0.0199999999999996,0.000000009349,-0.000000015122,-0.000000012122,0.000000021951
0,0.0300000000000002,0.000000010282,-0.000000015934,-0.000000012981,-0.000000008661
0,0.04,0.000000011241,-0.000000015126,0.000000011584,0.000000000135
0,0.0499999999999998,0.000000010335,-0.000000016014,-0.000000009283,0.000000019731
0,0.0599999999999996,0.000000011318,-0.000000015156,-0.000000012416,-0.000000004609
0,0.0700000000000003,0.00000001041,-0.000000016053,0.000000010597,-0.000000015159
0,0.0800000000000001,0.000000011332,-0.000000015182,0.000000013136,0.00000000789
0,0.0899999999999999,0.000000010508,-0.000000016163,-0.000000012009,0.000000000322
0,0.0999999999999996,0.00000001138,-0.000000015186,0.000000008406,-0.000000019616
0,0.11,0.000000010621,-0.000000016117,0.000000012564,0.000000003921
0,0.12,0.000000011385,0.00000000342,-0.000000011429,0.000000015915
0,0.13,-0.000000010632,0.000000015633,-0.000000012008,-0.000000000541
0,0.14,-0.000000010813,0.000000016266,0.000000008556,-0.000000018908
0,0.15,-0.000000010719,0.00000001538,0.00000001256,0.000000004641
0,0.16,-0.000000010907,0.000000016365,-0.000000011601,0.000000015608
0,0.17,-0.000000010824,0.000000015416,-0.000000012083,-0.00000000123
0,0.18,-0.000000010976,0.000000016334,0.000000008709,-0.000000018054
0,0.19,-0.000000010836,0.00000001546,0.000000012525,0.000000005153
0,0.2,-0.000000011045,0.000000016321,-0.000000011712,0.000000015165
0,0.21,-0.000000011151,-0.000000003894,-0.000000012162,-0.00000000186
0,0.22,0.000000009802,-0.000000015163,0.000000008892,-0.000000017291
0,0.23,0.000000010543,-0.000000016136,0.000000012477,0.00000000554
0,0.24,0.000000011361,0.000000003343,-0.000000011853,0.000000021252
0,0.25,-0.00000001057,0.000000015304,-0.00000001206,-0.000000001352
0,0.26,-0.000000010798,0.000000016211,0.000000008702,-0.000000017801
0,0.27,-0.000000010668,0.000000015555,0.00000001247,0.000000005122
0,0.28,-0.000000010862,0.000000016331,-0.000000011702,0.000000021289
0,0.29,-0.000000010734,0.000000015381,-0.000000011893,-0.000000000811
0,0.3,-0.00000001094,0.000000016343,0.000000008505,-0.000000018165
0,0.31,-0.000000010815,0.000000015437,0.000000012443,0.000000004868
0,0.32,-0.000000011018,0.000000016308,-0.000000011583,0.000000015098
0,0.33,-0.00000001117,-0.000000003793,-0.000000012077,-0.00000000147
0,0.34,0.000000009799,-0.000000015163,0.0000000087,-0.000000017505
0,0.35,0.000000010507,-0.000000016103,0.000000012462,0.000000005273
0,0.36,0.000000011344,0.000000003257,-0.000000011769,0.000000021189
0,0.37,-0.000000010567,0.000000015801,-0.000000011923,-0.00000000094
0,0.38,-0.000000010772,0.000000016215,0.000000008551,-0.000000021991
0,0.39,-0.000000011141,-0.000000002824,0.000000012296,0.000000003773
0,0.4,0.000000009308,-0.000000015108,-0.000000011199,0.000000015556
0,0.41,0.000000010258,-0.000000015858,-0.00000001183,-0.000000000358
0,0.42,0.000000011247,-0.000000015114,0.000000008415,-0.000000018478
0,0.43,0.00000001033,-0.000000015966,0.000000012372,0.000000004575
0,0.44,0.000000011331,-0.000000015136,-0.000000011441,0.000000015323
0,0.45,0.000000010409,-0.00000001609,-0.000000011958,-0.000000001082
0,0.46,0.000000011352,-0.000000015129,0.000000008587,-0.000000017765
0,0.47,0.000000010499,-0.000000016131,0.000000012392,0.000000005024
0,0.48,0.000000011382,0.000000003135,-0.000000011648,0.000000021293
0,0.49,-0.000000010523,0.000000015843,-0.000000011787,-0.000000000515
0,0.5,-0.000000010831,0.000000016224,0.00000000846,-0.000000018291
0,0.51,-0.000000011161,0.000000015405,0.000000012383,0.000000004706
0,0.52,-0.000000010855,0.000000016298,-0.00000001148,0.000000015229
0,0.53,-0.000000011174,-0.000000003034,-0.000000012012,-0.000000001233
0,0.54,0.000000009465,-0.000000015124,0.000000008661,-0.000000017734
0,0.55,0.000000010316,-0.000000015912,0.000000012415,0.000000005094
0,0.56,0.000000011265,-0.000000015129,-0.000000011669,0.000000014987
0,0.57,0.000000010381,-0.000000016038,-0.000000012083,-0.0000000019
0,0.58,0.000000011345,-0.000000015135,0.000000008901,-0.000000017058
0,0.59,0.000000010441,-0.000000016156,0.000000011069,-0.000000020337
0,0.6,0.000000011374,-0.000000015214,0.000000011992,0.000000002292
0,0.61,0.00000001056,-0.000000016152,-0.000000010139,0.000000017446
0,0.62,0.000000011394,0.000000003285,-0.00000001184,0.000000020596
0,0.63,-0.000000010577,0.000000015374,-0.000000012202,-0.0000000028
0,0.64,-0.000000010782,0.000000016256,0.000000009427,-0.000000021923
0,0.65,-0.000000011157,-0.000000002878,0.000000011084,-0.000000020439
0,0.66,0.000000009361,-0.000000015119,0.00000001195,-0.000000021854
0,0.67,0.000000010268,-0.00000001593,0.000000011098,-0.000000020226
0,0.68,0.000000011238,-0.000000015116,0.000000012036,0.000000002499
