VDS,VBS,ID1,ID2
0,-0.5,0.000000057781,0.00000005269
0.01,-0.5,0.0000015144,0.0000015214
0.02,-0.5,0.0000030806,0.0000030792
0.03,-0.5,0.000004681,0.0000046917
0.04,-0.5,0.0000061086,0.0000061148
0.05,-0.5,0.0000076542,0.000007652
0.06,-0.5,0.0000090775,0.0000090882
0.07,-0.5,0.0000104909,0.0000104803
0.08,-0.5,0.000011948,0.000011945
0.09,-0.5,0.000013456,0.000013454
0.1,-0.5,0.000014925,0.000014926
0.11,-0.5,0.000016316,0.000016312
0.12,-0.5,0.000017636,0.000017639
0.13,-0.5,0.000019028,0.000019037
0.14,-0.5,0.000020533,0.000020533
0.15,-0.5,0.00002181,0.000021803
0.16,-0.5,0.000023098,0.000023119
0.17,-0.5,0.000024478,0.000024487
0.18,-0.5,0.00002577,0.000025764
0.19,-0.5,0.000027119,0.000027106
0.2,-0.5,0.000028426,0.000028431
0.21,-0.5,0.000029715,0.000029711
0.22,-0.5,0.000030896,0.000030892
0.23,-0.5,0.000032121,0.000032118
0.24,-0.5,0.000033484,0.000033485
0.25,-0.5,0.000034667,0.000034654
0.26,-0.5,0.000035813,0.000035795
0.27,-0.5,0.000037041,0.00003704
0.28,-0.5,0.00003823,0.000038215
0.29,-0.5,0.000039414,0.000039403
0.3,-0.5,0.000040544,0.000040557
0.31,-0.5,0.00004172,0.000041724
0.32,-0.5,0.000042796,0.000042778
0.33,-0.5,0.000043848,0.000043837
0.34,-0.5,0.000045076,0.000045077
0.35,-0.5,0.000046158,0.000046146
0.36,-0.5,0.000047157,0.000047144
0.37,-0.5,0.000048206,0.000048215
0.38,-0.5,0.000049292,0.000049302
0.39,-0.5,0.000050336,0.000050327
0.4,-0.5,0.000051302,0.000051306
0.41,-0.5,0.000052361,0.000052354
0.42,-0.5,0.000053334,0.000053316
0.43,-0.5,0.000054238,0.000054235
0.44,-0.5,0.000055287,0.000055299
0.45,-0.5,0.00005627,0.000056261
0.46,-0.5,0.000057131,0.00005712
0.47,-0.5,0.000058001,0.000058023
0.48,-0.5,0.000058972,0.000058983
0.49,-0.5,0.000059916,0.000059897
0.5,-0.5,0.000060736,0.000060713
0.51,-0.5,0.000061622,0.000061623
0.52,-0.5,0.000062499,0.000062487
0.53,-0.5,0.000063263,0.000063253
0.54,-0.5,0.000064123,0.000064131
0.55,-0.5,0.000064979,0.000064974
0.56,-0.5,0.000065742,0.000065714
0.57,-0.5,0.000066469,0.000066454
0.58,-0.5,0.000067287,0.000067288
0.59,-0.5,0.000068108,0.000068088
0.6,-0.5,0.000068777,0.000068762
0.61,-0.5,0.000069489,0.000069503
0.62,-0.5,0.000070249,0.00007026
0.63,-0.5,0.000070909,0.000070888
0.64,-0.5,0.000071588,0.000071582
0.65,-0.5,0.000072315,0.000072316
0.66,-0.5,0.000072979,0.000072956
0.67,-0.5,0.000073565,0.000073553
0.68,-0.5,0.000074201,0.000074217
0.69,-0.5,0.000074854,0.000074857
0.7,-0.5,0.000075444,0.000075433
0.71,-0.5,0.000075994,0.000076003
0.72,-0.5,0.000076627,0.000076633
0.73,-0.5,0.000077183,0.000077162
0.74,-0.5,0.000077669,0.000077654
0.75,-0.5,0.000078265,0.000078277
0.76,-0.5,0.000078827,0.000078816
0.77,-0.5,0.000079271,0.000079257
0.78,-0.5,0.000079723,0.000079742
0.79,-0.5,0.000080265,0.000080267
0.8,-0.5,0.000080752,0.000080723
0.81,-0.5,0.000081157,0.000081138
0.82,-0.5,0.000081624,0.000081602
0.83,-0.5,0.000082078,0.000082071
0.84,-0.5,0.000082422,0.000082417
0.85,-0.5,0.000082833,0.000082807
0.86,-0.5,0.00008327,0.000083255
0.87,-0.5,0.000083616,0.000083611
0.88,-0.5,0.000083923,0.000083921
0.89,-0.5,0.000084314,0.000084304
0.9,-0.5,0.000084686,0.000084684
0.91,-0.5,0.000084937,0.000084932
0.92,-0.5,0.000085235,0.000085222
0.93,-0.5,0.000085575,0.000085568
0.94,-0.5,0.000085814,0.000085814
0.95,-0.5,0.000086047,0.000086047
0.96,-0.5,0.000086362,0.00008635
0.97,-0.5,0.000086614,0.000086614
0.98,-0.5,0.000086778,0.000086774
0.99,-0.5,0.000086998,0.00008698
1,-0.5,0.000087255,0.000087243
1.01,-0.5,0.000087395,0.00008739
1.02,-0.5,0.000087536,0.000087521
1.03,-0.5,0.000087767,0.000087755
1.04,-0.5,0.000087918,0.00008791
1.05,-0.5,0.000088012,0.000088007
1.06,-0.5,0.000088169,0.000088153
1.07,-0.5,0.000088338,0.000088326
1.08,-0.5,0.000088386,0.000088377
1.09,-0.5,0.00008845,0.000088444
1.1,-0.5,0.000088618,0.000088612
1.11,-0.5,0.000088693,0.000088688
1.12,-0.5,0.000088726,0.000088718
1.13,-0.5,0.000088831,0.00008882
1.14,-0.5,0.00008893,0.000088922
1.15,-0.5,0.000088926,0.00008892
1.16,-0.5,0.000088965,0.000088954
1.17,-0.5,0.000089061,0.000089055
1.18,-0.5,0.000089081,0.000089072
1.19,-0.5,0.00008907,0.000089063
1.2,-0.5,0.000089159,0.000089153
1.21,-0.5,0.00008921,0.000089205
1.22,-0.5,0.000089176,0.000089177
1.23,-0.5,0.000089189,0.000089189
1.24,-0.5,0.000089267,0.000089262
1.25,-0.5,0.000089256,0.00008925
1.26,-0.5,0.00008923,0.000089222
1.27,-0.5,0.000089305,0.000089305
1.28,-0.5,0.000089337,0.000089329
