VGS,VBS,ID1,ID2
-5,0,-0.00013628,-0.00013629
-4.99,0,-0.00013557,-0.00013563
-4.98,0,-0.00013487,-0.00013494
-4.97,0,-0.00013425,-0.00013427
-4.96,0,-0.0001336,-0.00013364
-4.95,0,-0.00013298,-0.00013303
-4.94,0,-0.0001323,-0.00013238
-4.93,0,-0.00013164,-0.00013168
-4.92,0,-0.00013104,-0.00013108
-4.91,0,-0.00013036,-0.00013046
-4.9,0,-0.00012974,-0.00012979
-4.89,0,-0.00012915,-0.00012916
-4.88,0,-0.0001285,-0.00012855
-4.87,0,-0.00012781,-0.00012787
-4.86,0,-0.00012719,-0.00012723
-4.85,0,-0.00012659,-0.00012661
-4.84,0,-0.00012595,-0.000126
-4.83,0,-0.00012531,-0.00012536
-4.82,0,-0.00012468,-0.00012467
-4.81,0,-0.00012404,-0.0001241
-4.8,0,-0.00012342,-0.00012349
-4.79,0,-0.00012278,-0.00012283
-4.78,0,-0.00012219,-0.00012221
-4.77,0,-0.00012152,-0.00012157
-4.76,0,-0.0001209,-0.00012098
-4.75,0,-0.00012028,-0.00012034
-4.74,0,-0.0001197,-0.00011973
-4.73,0,-0.00011908,-0.00011913
-4.72,0,-0.00011841,-0.00011846
-4.71,0,-0.00011783,-0.00011783
-4.7,0,-0.00011722,-0.00011726
-4.69,0,-0.00011659,-0.00011666
-4.68,0,-0.00011598,-0.00011601
-4.67,0,-0.00011535,-0.00011538
-4.66,0,-0.00011474,-0.00011479
-4.65,0,-0.00011413,-0.00011419
-4.64,0,-0.00011354,-0.00011358
-4.63,0,-0.00011296,-0.00011298
-4.62,0,-0.00011228,-0.00011235
-4.61,0,-0.00011168,-0.00011172
-4.6,0,-0.00011113,-0.00011114
-4.59,0,-0.00011054,-0.00011057
-4.58,0,-0.0001099,-0.00010996
-4.57,0,-0.00010932,-0.00010935
-4.56,0,-0.0001087,-0.00010872
-4.55,0,-0.0001081,-0.00010817
-4.54,0,-0.0001075,-0.00010755
-4.53,0,-0.00010695,-0.00010696
-4.52,0,-0.00010638,-0.0001064
-4.51,0,-0.00010572,-0.00010577
-4.5,0,-0.00010512,-0.00010521
-4.49,0,-0.00010459,-0.0001046
-4.48,0,-0.00010399,-0.00010403
-4.47,0,-0.00010337,-0.00010345
-4.46,0,-0.00010279,-0.00010281
-4.45,0,-0.00010222,-0.00010224
-4.44,0,-0.00010162,-0.0001017
-4.43,0,-0.00010104,-0.00010108
-4.42,0,-0.00010049,-0.00010053
-4.41,0,-0.00009985,-0.0000999
-4.4,0,-0.000099305,-0.00009932
-4.39,0,-0.000098737,-0.00009878
-4.38,0,-0.000098144,-0.000098211
-4.37,0,-0.00009759,-0.000097614
-4.36,0,-0.000097003,-0.000097024
