VDS,VGS,ID1,ID2
0,0,0.000000017845,0.000000009839
0.01,0,-0.000000026236,-0.000000015743
0.02,0,0.000000027639,0.000000016525
0.03,0,-0.000000025302,-0.000000015845
0.04,0,0.000000024484,0.000000015416
0.05,0,-0.000000020061,-0.000000016064
0.06,0,0.000000018873,0.000000016291
0.07,0,-0.000000001019,-0.000000015823
0.08,0,-0.000000019514,0.000000016633
0.09,0,0.000000027148,-0.000000015993
0.1,0,-0.000000017173,0.000000016318
0.11,0,0.000000002516,-0.000000016159
0.12,0,0.000000015877,0.000000016036
0.13,0,-0.000000026431,-0.000000015844
0.14,0,0.000000019749,0.000000016699
0.15,0,-0.000000003471,-0.00000001587
0.16,0,-0.000000017335,0.000000016448
0.17,0,0.000000027374,-0.000000016139
0.18,0,-0.000000018712,0.000000015679
0.19,0,0.000000005245,-0.000000015869
0.2,0,0.000000013929,0.000000016713
0.21,0,-0.000000026852,-0.000000015787
0.22,0,0.000000021522,0.00000001654
0.23,0,-0.000000016728,-0.000000016036
0.24,0,0.000000000747,0.00000001547
0.25,0,0.00000001709,-0.000000015916
0.26,0,-0.000000026395,0.000000016495
0.27,0,0.000000019281,-0.000000015713
0.28,0,-0.000000002019,0.000000016609
0.29,0,-0.000000016746,-0.000000015752
0.3,0,0.000000027358,0.000000015343
0.31,0,-0.000000017761,-0.00000001605
0.32,0,0.000000003741,0.000000016182
0.33,0,0.000000015232,-0.000000015713
0.34,0,-0.000000026698,0.000000016656
0.35,0,0.00000002049,-0.000000015971
0.36,0,-0.00000001614,0.000000016374
0.37,0,-0.000000000824,-0.000000016155
0.38,0,0.000000017761,0.000000015855
0.39,0,-0.000000026457,-0.000000015779
0.4,0,0.000000018797,0.00000001672
0.41,0,-0.000000000537,-0.000000015842
0.42,0,-0.000000019992,0.000000016464
0.43,0,0.000000027348,-0.000000016144
0.44,0,-0.000000017162,0.000000015617
0.45,0,0.00000000204,-0.000000015962
0.46,0,0.000000016438,0.000000016758
0.47,0,-0.000000026569,-0.000000015778
0.48,0,0.000000019612,0.000000016476
0.49,0,-0.000000003099,-0.000000015929
0.5,0,-0.000000017811,0.000000015411
0.51,0,0.000000027613,-0.000000015959
0.52,0,-0.000000018467,0.000000016365
0.53,0,0.000000004751,-0.000000015734
0.54,0,0.000000014311,0.00000001658
0.55,0,-0.000000026888,-0.000000016
0.56,0,0.000000021344,0.000000016309
0.57,0,-0.000000016435,-0.000000016089
0.58,0,0.000000000361,0.000000016129
0.59,0,0.000000017206,-0.000000015847
0.6,0,-0.000000026242,0.000000016689
0.61,0,0.000000019119,-0.000000015985
0.62,0,-0.000000001582,0.000000016389
0.63,0,-0.00000001903,-0.00000001613
0.64,0,0.000000027176,0.000000015793
0.65,0,-0.000000017438,-0.000000015928
0.66,0,0.000000003254,0.000000016791
0.67,0,0.000000015478,-0.000000015809
0.68,0,-0.000000026386,0.000000016447
0.69,0,0.000000020115,-0.000000016099
0.7,0,-0.000000024394,0.000000015612
0.71,0,0.000000023173,-0.00000001593
0.72,0,-0.000000017812,0.000000016583
0.73,0,0.000000004,-0.000000015718
0.74,0,0.000000014728,0.000000016563
0.75,0,-0.000000026217,-0.000000016125
0.76,0,0.00000002038,0.000000016284
0.77,0,-0.000000015878,-0.000000015972
0.78,0,-0.000000000366,0.000000016256
0.79,0,0.000000017157,-0.000000015762
0.8,0,-0.000000025764,0.000000016654
0.81,0,0.000000018531,-0.000000016069
0.82,0,-0.000000000918,0.00000001635
0.83,0,-0.000000019254,-0.000000016145
0.84,0,0.000000026672,0.000000015967
0.85,0,-0.000000016806,-0.000000015889
0.86,0,0.000000002393,0.000000016752
0.87,0,0.000000015802,-0.000000015854
0.88,0,-0.0000000259,0.000000016434
0.89,0,0.000000019289,-0.00000001621
0.9,0,-0.000000003265,0.000000015649
0.91,0,-0.000000017041,-0.000000015906
0.92,0,0.000000026783,0.000000016695
0.93,0,-0.000000018186,-0.000000015702
0.94,0,0.000000005109,0.000000016481
0.95,0,0.000000013657,-0.000000016035
0.96,0,-0.000000026129,0.000000015463
0.97,0,0.000000020928,-0.000000015953
0.98,0,-0.000000016198,0.000000016341
0.99,0,0.000000000858,-0.000000015741
1,0,0.000000016539,0.000000016564
1.01,0,-0.000000025494,-0.000000016031
1.02,0,0.000000018713,0.000000016305
1.03,0,-0.000000001951,-0.000000016102
1.04,0,-0.000000018214,0.000000016218
1.05,0,0.000000026517,-0.000000015771
1.06,0,-0.000000017193,0.000000016688
